id,text_pantun,baris_sampiran,baris_isi,skema_rima,suku_kata_baris_1,suku_kata_baris_2,suku_kata_baris_3,suku_kata_baris_4,jumlah_kata_baris_1,jumlah_kata_baris_2,jumlah_kata_baris_3,jumlah_kata_baris_4
294,anak gembala pergi ke ladang\nsambil menggiring seekor sapi\nsungguh hati sangatlah senang\ndengan sambutan meriah ini,anak gembala pergi ke ladang\nsambil menggiring seekor sapi,sungguh hati sangatlah senang\ndengan sambutan meriah ini,a-b-a-b,10,10,9,10,5,4,4,4
295,anak gembala pergi ke sawah\nbawa ketapel dan juga panah\nmeski hidup serba susah\npersahabatan jangan pernah goyah,anak gembala pergi ke sawah\nbawa ketapel dan juga panah,meski hidup serba susah\npersahabatan jangan pernah goyah,a-a-a-a,10,10,8,11,5,5,4,4
296,anak gembala pergi ke sawah\npulang saat hari dah senia\njarak memisah tak jadi masalah\nkala rindu selalu membara,anak gembala pergi ke sawah\npulang saat hari dah senia,jarak memisah tak jadi masalah\nkala rindu selalu membara,a-b-a-b,10,10,11,10,5,5,5,4
297,anak gembala pergi merumput\npulang ke rumah membawa beras\nkepada ibu lemah lembut\njangan pernah berkata keras,anak gembala pergi merumput\npulang ke rumah membawa beras,kepada ibu lemah lembut\njangan pernah berkata keras,a-b-a-b,10,10,9,9,4,5,4,4
298,anak harimau makan sapi\ndaging sapi belum dicuci\nsaat kamu jauh di sisi\ndunia ini terasa sepi,anak harimau makan sapi\ndaging sapi belum dicuci,saat kamu jauh di sisi\ndunia ini terasa sepi,a-a-a-a,9,9,9,10,4,4,5,4
299,Anak haruan berenang cepat\nBersembunyi di celah batu\nJika ingin hidup selamat\nPilih jalan yang tentu-tentu,Anak haruan berenang cepat\nBersembunyi di celah batu,Jika ingin hidup selamat\nPilih jalan yang tentu-tentu,a-b-a-b,10,9,9,9,4,4,4,4
300,Anak ikan dipanggang sahaja\nHendak dipindang tidak berkunyit\nAnak orang dipandang sahaja\nHendak dipinang tiada berduit,Anak ikan dipanggang sahaja\nHendak dipindang tidak berkunyit,Anak orang dipandang sahaja\nHendak dipinang tiada berduit,a-b-a-b,10,10,10,11,4,4,4,4
301,anak ikan ditangkap nelayan\ndimasak di dalam wanan\nsejak kecil dengan kalian\nsampai tuapun bersama kalian,anak ikan ditangkap nelayan\ndimasak di dalam wanan,sejak kecil dengan kalian\nsampai tuapun bersama kalian,a-a-a-a,10,8,9,11,4,4,4,4
302,Anak itik berjalan rapat\nMengikut induk ke tepi paya\nJika ingin hidup selamat\nTaat nasihat sepanjang masa,Anak itik berjalan rapat\nMengikut induk ke tepi paya,Jika ingin hidup selamat\nTaat nasihat sepanjang masa,a-b-a-b,9,10,9,10,4,5,4,4
303,Anak itik turun ke paya\nBerenang riang mencari makan\nJika hendak hidup berjaya\nJangan malas mencari jalan,Anak itik turun ke paya\nBerenang riang mencari makan,Jika hendak hidup berjaya\nJangan malas mencari jalan,a-b-a-b,9,10,9,9,5,4,4,4
304,anak itu banyak tingkah dan polah\njiga jarang mengingat tuhan\nsekolah itu memanglah lelah\njalani saja tanpa keluhan,anak itu banyak tingkah dan polah\njiga jarang mengingat tuhan,sekolah itu memanglah lelah\njalani saja tanpa keluhan,a-b-a-b,11,9,10,10,6,4,4,4
305,Anak kambing naik ke bukit\nRumput hijau jadi santapan\nJika usaha walau sedikit\nAsal tekun pasti berkesan,Anak kambing naik ke bukit\nRumput hijau jadi santapan,Jika usaha walau sedikit\nAsal tekun pasti berkesan,a-b-a-b,9,9,10,9,5,4,4,4
306,Anak kancil berlari lincah\nMasuk rimba mencari makan\nJika gagal jangan resah\nBangkit lagi dengan keyakinan,Anak kancil berlari lincah\nMasuk rimba mencari makan,Jika gagal jangan resah\nBangkit lagi dengan keyakinan,a-b-a-b,9,9,8,10,4,4,4,4
307,anak kancil berlomba lari\ndi tengah jalan berjumpa singa\njagan jahil di sepanjang hari\nmenuntut ilmu wajib hukumnya,anak kancil berlomba lari\ndi tengah jalan berjumpa singa,jagan jahil di sepanjang hari\nmenuntut ilmu wajib hukumnya,a-b-a-b,9,10,10,10,4,5,5,4
308,Anak kancil melompat lincah\nMasuk rimba mencari makan\nJika gagal jangan resah\nCuba lagi dengan harapan,Anak kancil melompat lincah\nMasuk rimba mencari makan,Jika gagal jangan resah\nCuba lagi dengan harapan,a-b-a-b,9,9,8,9,4,4,4,4
309,anak kancil warnanya hitam\npakaiannya besar dan berkerah\nmasih kecil bajunya hitam\nsudah besar bajunya merah,anak kancil warnanya hitam\npakaiannya besar dan berkerah,masih kecil bajunya hitam\nsudah besar bajunya merah,a-b-a-b,9,10,9,9,4,4,4,4
310,anak kecil belajar berenang\nberenang ke sungai di pagi minggu\npergilah kasih pergilah sayang\nkita takkan mungkin bersatu,anak kecil belajar berenang\nberenang ke sungai di pagi minggu,pergilah kasih pergilah sayang\nkita takkan mungkin bersatu,a-b-a-b,10,11,10,9,4,6,4,4
311,anak kecil belajar bernyanyi\nnada lembut suaranya pelan\njagalah persahabatan kita ini\nwalau raga telah berjauhan,anak kecil belajar bernyanyi\nnada lembut suaranya pelan,jagalah persahabatan kita ini\nwalau raga telah berjauhan,a-b-a-b,10,10,12,10,4,4,4,4
312,anak kecil berkepang pita\nhendak berangkat main ke kota\npadamu aku jatuh cinta\nsiang malam tampak di mata,anak kecil berkepang pita\nhendak berangkat main ke kota,padamu aku jatuh cinta\nsiang malam tampak di mata,a-a-a-a,9,10,9,9,4,5,4,5
313,anak kecil berlari ke sawah\nuntuk bertemu ibu dan bibi\nbekerja itu yaitu ibadah\nberpahala di sisi ilahi,anak kecil berlari ke sawah\nuntuk bertemu ibu dan bibi,bekerja itu yaitu ibadah\nberpahala di sisi ilahi,a-b-a-b,10,10,10,10,5,5,4,4
314,anak kecil bermain bola\nada yang terjatuh luka kakinya\njangan bunuh hewan di indonesia\nkarena hewan sahabat manusia,anak kecil bermain bola\nada yang terjatuh luka kakinya,jangan bunuh hewan di indonesia\nkarena hewan sahabat manusia,a-a-a-a,9,11,12,12,4,5,5,4
315,anak kecil bermain layanglayang\nberlindung sebentar karena terik\nhapppy birthday istriku sayang\nsemoga tetap jadi ibu terbaik,anak kecil bermain layanglayang\nberlindung sebentar karena terik,happpy birthday istriku sayang\nsemoga tetap jadi ibu terbaik,a-b-a-b,11,11,8,12,4,4,4,5
316,anak kecil bermain layanglayang\npulang ke rumah kerika sore hari\nkeluarga menjadi tempat berpulang\ndi hari raya yang fitri ini,anak kecil bermain layanglayang\npulang ke rumah kerika sore hari,keluarga menjadi tempat berpulang\ndi hari raya yang fitri ini,a-b-a-b,11,12,12,10,4,6,4,6
317,anak kecil bermain panah\nselepas memanah memakan ketan\nselasa pagi semakin indah\nkala melihat senyummu kawan,anak kecil bermain panah\nselepas memanah memakan ketan,selasa pagi semakin indah\nkala melihat senyummu kawan,a-b-a-b,9,11,10,10,4,4,4,4
318,anak kecil bernama sonia\nbila sakit meminum jamu\nsiapa hendak mendapat dunia\ndia mesti dengan ilmu,anak kecil bernama sonia\nbila sakit meminum jamu,siapa hendak mendapat dunia\ndia mesti dengan ilmu,a-b-a-b,10,9,11,8,4,4,4,4
319,anak kecil bernama sonia\njika sakit minumlah jamu\nsiap hendak dapat dunia\nmestilah ia menuntut ilmu,anak kecil bernama sonia\njika sakit minumlah jamu,siap hendak dapat dunia\nmestilah ia menuntut ilmu,a-b-a-b,10,9,9,10,4,4,4,4
320,anak kecil giginya ompong\ngigi ompong tumbuh perlahan\njanganlah engkau hidup sombong\nkarena itu dibenci tuhan,anak kecil giginya ompong\ngigi ompong tumbuh perlahan,janganlah engkau hidup sombong\nkarena itu dibenci tuhan,a-b-a-b,9,9,9,10,4,4,4,4
321,anak kecil main layanglayang\nputus benang di ujung belati\nsetiap hari mabuk kepayang\nkalau tidak jumpa si jantung hati,anak kecil main layanglayang\nputus benang di ujung belati,setiap hari mabuk kepayang\nkalau tidak jumpa si jantung hati,a-b-a-b,10,10,10,11,4,5,4,6
322,anak kecil mandi di kali\nbapaknya tiba membawa jala\nrindu membara bagaikan api\nmengharap kasih entah di mana,anak kecil mandi di kali\nbapaknya tiba membawa jala,rindu membara bagaikan api\nmengharap kasih entah di mana,a-b-a-b,9,10,10,10,5,4,4,5
323,anak kecil mandi di kali\nsebelumnya mencari belut di sawah\npadamu wahai tamu kami\njangan sungkan jangan gelisah,anak kecil mandi di kali\nsebelumnya mencari belut di sawah,padamu wahai tamu kami\njangan sungkan jangan gelisah,a-b-a-b,9,12,9,9,5,5,4,4
324,anak kecil mandi di kali\nsembari kembawa kain cucian\nkepada tuhan tempat kembali\njangan lupa mohon ampunan,anak kecil mandi di kali\nsembari kembawa kain cucian,kepada tuhan tempat kembali\njangan lupa mohon ampunan,a-b-a-b,9,11,10,9,5,4,4,4
325,anak kecil melompati pagar\nterkena bambu luka kakinya\nsejak kecil rajin belajar\nsudah besar terasa hasilnya,anak kecil melompati pagar\nterkena bambu luka kakinya,sejak kecil rajin belajar\nsudah besar terasa hasilnya,a-b-a-b,10,10,9,10,4,4,4,4
326,anak kecil memanjat manggis\nmasukkan ia ke dalam kardus\nhujan lebat kuota habis\nmati lampu akupun mampus,anak kecil memanjat manggis\nmasukkan ia ke dalam kardus,hujan lebat kuota habis\nmati lampu akupun mampus,a-b-a-b,9,10,9,9,4,5,4,4
327,anak kecil meminta jambu\nambil galah tolong julukkan\nterima kasih ayah dan ibu\natas segala yang kalian berikan,anak kecil meminta jambu\nambil galah tolong julukkan,terima kasih ayah dan ibu\natas segala yang kalian berikan,a-b-a-b,9,9,10,12,4,4,5,5
328,anak kecil mengembala sapi\nsapi dibawa ke padang berduri\naku sepi sendiri disini\ntanpa kamu yang telah pergi,anak kecil mengembala sapi\nsapi dibawa ke padang berduri,aku sepi sendiri disini\ntanpa kamu yang telah pergi,a-a-a-a,10,11,10,9,4,5,4,5
329,anak kecil pergi ke sawah\nsampai disana celananya basah\nsiang dan malam kasih kau curah\nkini saatnya kita berpisah,anak kecil pergi ke sawah\nsampai disana celananya basah,siang dan malam kasih kau curah\nkini saatnya kita berpisah,a-a-a-a,9,11,10,10,5,4,6,4
330,anak kecil suka berenang\nmakan ikan dengan pete\nbagaimana hati tak senang\nmelihat ibu membuat kue,anak kecil suka berenang\nmakan ikan dengan pete,bagaimana hati tak senang\nmelihat ibu membuat kue,a-b-a-b,9,8,9,10,4,4,4,4
331,anak kecil suka main pasir\nsambil minum susu habis secangkir\ntelah lama kau ku taksir\ntapi jawabannya masih saja mikir,anak kecil suka main pasir\nsambil minum susu habis secangkir,telah lama kau ku taksir\ntapi jawabannya masih saja mikir,a-a-a-a,10,11,8,12,5,5,5,5
332,anak kelinci mencuri kain\nkain dijemur dari kayu duri\njika engkau mencari yang lain\nmungkin aku kan mati berdiri,anak kelinci mencuri kain\nkain dijemur dari kayu duri,jika engkau mencari yang lain\nmungkin aku kan mati berdiri,a-b-a-b,10,11,10,10,4,5,5,5
333,Anak kera di atas bukit\nDipanah oleh Indera Sakti\nDipandang muka senyum sedikit\nKarena sama menaruh hati,Anak kera di atas bukit\nDipanah oleh Indera Sakti,Dipandang muka senyum sedikit\nKarena sama menaruh hati,a-b-a-b,9,10,10,10,5,4,4,4
334,Anak kera tidur mendengkur\nAnak ayam di dekat sumur\nBarang siapa pandai bersyukur\nKelak hidupnya menjadi Makmur,Anak kera tidur mendengkur\nAnak ayam di dekat sumur,Barang siapa pandai bersyukur\nKelak hidupnya menjadi Makmur,a-a-a-a,9,9,10,10,4,5,4,4
335,Anak ketam bermain di bendang\nMenjuru seruling memujuk hati\nAnugerah tuhan sujana terbilang\nMengapa nikmat tidak disyukuri,Anak ketam bermain di bendang\nMenjuru seruling memujuk hati,Anugerah tuhan sujana terbilang\nMengapa nikmat tidak disyukuri,a-b-a-b,10,11,12,11,5,4,4,4
336,Anak kijang melompat tinggi\nMasuk rimba hilang bayang\nJika hidup ingin terpuji\nHormati orang tua tersayang,Anak kijang melompat tinggi\nMasuk rimba hilang bayang,Jika hidup ingin terpuji\nHormati orang tua tersayang,a-b-a-b,9,8,9,10,4,4,4,4
337,Anak kijang minum di kali\nAirnya jernih sejuk terasa\nJika hati mahu berseri\nBersyukur atas nikmat yang ada,Anak kijang minum di kali\nAirnya jernih sejuk terasa,Jika hati mahu berseri\nBersyukur atas nikmat yang ada,a-b-a-b,9,9,9,10,5,4,4,5
338,anak kodok bergembira ria\nkarena musim hujan hampir tiba\nudah tidurnya ngorok bersuara\nngompol pula di celana,anak kodok bergembira ria\nkarena musim hujan hampir tiba,udah tidurnya ngorok bersuara\nngompol pula di celana,a-a-a-a,10,11,11,8,4,5,4,4
339,anak kucing namanya mumu\nsangat lucu ketika berkeliaran\nberilah salam kepada gurumu\njadilah engkau murid teladan,anak kucing namanya mumu\nsangat lucu ketika berkeliaran,berilah salam kepada gurumu\njadilah engkau murid teladan,a-b-a-b,9,12,11,10,4,4,4,4
340,Anak kuda berlari kencang\nDi padang luas mengejar angin\nJika ingin hidup gemilang\nJangan ragu melangkah yakin,Anak kuda berlari kencang\nDi padang luas mengejar angin,Jika ingin hidup gemilang\nJangan ragu melangkah yakin,a-b-a-b,9,10,9,9,4,5,4,4
341,Anak kuda berlari kencang\nMelintasi padang menghijau luas\nJika ingin hidup gemilang\nKerja keras jangan lepas,Anak kuda berlari kencang\nMelintasi padang menghijau luas,Jika ingin hidup gemilang\nKerja keras jangan lepas,a-b-a-b,9,11,9,8,4,4,4,4
342,Anak kuda berlari riang\nDi padang luas mengejar angin\nJika ingin hidup gemilang\nBerusaha keras dengan yakin,Anak kuda berlari riang\nDi padang luas mengejar angin,Jika ingin hidup gemilang\nBerusaha keras dengan yakin,a-b-a-b,9,10,9,10,4,5,4,4
343,anak kuda tegak meringkik\nkaki belakangnya digigit walang\nsaya buta berlagak celik\ntahi dipegang dikira jenang,anak kuda tegak meringkik\nkaki belakangnya digigit walang,saya buta berlagak celik\ntahi dipegang dikira jenang,a-b-a-b,9,11,9,10,4,4,4,4
344,Anak kunci jatuh ke lantai\nDipungut orang berhati mulia\nJika hidup mahu damai\nJauhi hasad dan juga ria,Anak kunci jatuh ke lantai\nDipungut orang berhati mulia,Jika hidup mahu damai\nJauhi hasad dan juga ria,a-b-a-b,9,11,8,10,5,4,4,5
345,anak lakilaki yang berjakun\njalan kemari tanpa pakai alas\nbelajar itu dengan tekun\nagar kita bisa naik kelas,anak lakilaki yang berjakun\njalan kemari tanpa pakai alas,belajar itu dengan tekun\nagar kita bisa naik kelas,a-b-a-b,10,11,9,10,4,5,4,5
346,Anak lebah mencari madu\nTerbang rendah di taman bunga\nJika hidup ingin padu\nSatukan usaha dan doa,Anak lebah mencari madu\nTerbang rendah di taman bunga,Jika hidup ingin padu\nSatukan usaha dan doa,a-b-a-b,9,9,8,9,4,5,4,4
347,Anak lebah menghisap madu\nDari bunga yang mekar pagi\nJika hidup mahu padu\nSatukan usaha dan hati,Anak lebah menghisap madu\nDari bunga yang mekar pagi,Jika hidup mahu padu\nSatukan usaha dan hati,a-b-a-b,9,9,8,9,4,5,4,4
348,Anak lebah terbang rendah\nMencari madu di kuntum bunga\nJika hidup jauh dari salah\nIkuti sunnah dan agama,Anak lebah terbang rendah\nMencari madu di kuntum bunga,Jika hidup jauh dari salah\nIkuti sunnah dan agama,a-b-a-b,8,10,10,9,4,5,5,4
349,anak lurah sungguhlah sopan\ntamu datang hidangkan ketan\nlebih baik memperbanyak teman\nuntuk itu marilah bersalaman,anak lurah sungguhlah sopan\ntamu datang hidangkan ketan,lebih baik memperbanyak teman\nuntuk itu marilah bersalaman,a-a-a-a,9,9,10,11,4,4,4,4
350,anak madras menggetah punai\npunai terbang mengirap bulu\nberapa deras arus sungai\nditolak pasang balik kehulu,anak madras menggetah punai\npunai terbang mengirap bulu,berapa deras arus sungai\nditolak pasang balik kehulu,a-b-a-b,9,9,9,10,4,4,4,4
351,anak manis bernyanyi gembira\nsambil berdendang bergoyang pula\nsiapa yang tidak akan tertawa\ndisangkanya waras ternyata gila,anak manis bernyanyi gembira\nsambil berdendang bergoyang pula,siapa yang tidak akan tertawa\ndisangkanya waras ternyata gila,a-a-a-a,10,10,11,11,4,4,5,4
352,anak melayu duduk termenung\npetik kelapa membuat kopra\nwalau harta setinggi gunung\nkalau durhaka hidup sengsara,anak melayu duduk termenung\npetik kelapa membuat kopra,walau harta setinggi gunung\nkalau durhaka hidup sengsara,a-b-a-b,10,10,9,10,4,4,4,4
353,Anak merak membuka sayap\nWarnanya indah memikat mata\nJika ingin hidup mantap\nLengkapi diri dengan ilmu nyata,Anak merak membuka sayap\nWarnanya indah memikat mata,Jika ingin hidup mantap\nLengkapi diri dengan ilmu nyata,a-b-a-b,9,10,8,11,4,4,4,5
354,Anak merbah berkicau pagi\nMenyambut mentari terbit perlahan\nJika hidup ingin terpuji\nJaga laku dan perbuatan,Anak merbah berkicau pagi\nMenyambut mentari terbit perlahan,Jika hidup ingin terpuji\nJaga laku dan perbuatan,a-b-a-b,9,11,9,9,4,4,4,4
355,Anak merbah berkicau pagi\nMenyambut mentari yang berseri\nJika hidup ingin terpuji\nJaga adab setiap hari,Anak merbah berkicau pagi\nMenyambut mentari yang berseri,Jika hidup ingin terpuji\nJaga adab setiap hari,a-a-a-a,9,10,9,9,4,4,4,4
356,Anak merbah hinggap di dahan\nBersuara kecil di pagi hari\nJika hidup mahu ketenangan\nDekatkan diri setiap hari,Anak merbah hinggap di dahan\nBersuara kecil di pagi hari,Jika hidup mahu ketenangan\nDekatkan diri setiap hari,a-b-a-b,9,11,10,10,5,5,4,4
357,Anak merbah hinggap di dahan\nBersuara kecil waktu pagi\nJika hidup ingin ketenangan\nPerbanyak syukur dalam diri,Anak merbah hinggap di dahan\nBersuara kecil waktu pagi,Jika hidup ingin ketenangan\nPerbanyak syukur dalam diri,a-b-a-b,9,10,10,9,5,4,4,4
358,Anak merbah terbang berdua\nHinggap sekejap di pucuk jati\nJika ingin hidup bahagia\nIsi hari dengan berbudi,Anak merbah terbang berdua\nHinggap sekejap di pucuk jati,Jika ingin hidup bahagia\nIsi hari dengan berbudi,a-b-a-b,9,10,10,9,4,5,4,4
359,Anak merpati terbang beriring\nHinggap sekejap di pucuk ara\nJika hati jangan berpaling\nSetia janji sepanjang masa,Anak merpati terbang beriring\nHinggap sekejap di pucuk ara,Jika hati jangan berpaling\nSetia janji sepanjang masa,a-b-a-b,10,10,9,10,4,5,4,4
360,Anak merpati terbang beriring\nMencari sarang di atas menara\nJika janji jangan dipiring\nTepati segera tanpa bicara,Anak merpati terbang beriring\nMencari sarang di atas menara,Jika janji jangan dipiring\nTepati segera tanpa bicara,a-b-a-b,10,11,9,11,4,5,4,4
361,Anak merpati terbang sekawan\nHinggap rendah di dahan sena\nJika hati ingin berteman\nIkhlaskan niat dalam jiwa,Anak merpati terbang sekawan\nHinggap rendah di dahan sena,Jika hati ingin berteman\nIkhlaskan niat dalam jiwa,a-b-a-b,10,9,9,9,4,5,4,4
362,anak monyet memanjat kelapa\nkelapa dipanjat sambil bersiul\ntahun ditutup tahun dibuka\nsemoga kita selalu berkumpul,anak monyet memanjat kelapa\nkelapa dipanjat sambil bersiul,tahun ditutup tahun dibuka\nsemoga kita selalu berkumpul,a-b-a-b,10,11,10,11,4,4,4,4
363,anak monyet memanjat kelapa\nmonyet lucu banyak bulunya\nsemoga tetap selamat sentosa\nwahai teman yang jauh di sana,anak monyet memanjat kelapa\nmonyet lucu banyak bulunya,semoga tetap selamat sentosa\nwahai teman yang jauh di sana,a-a-a-a,10,9,11,10,4,4,4,6
364,anak muda pulang ke desa\nibu dan ayah lama menanti\nwarga membaca tak buang masa\nkhutub khanah teman sejati,anak muda pulang ke desa\nibu dan ayah lama menanti,warga membaca tak buang masa\nkhutub khanah teman sejati,a-b-a-b,9,10,10,9,5,5,5,4
365,anak nelayan bajunya basah\nsetelah pulang dari berlayar\nmeski raga telah terpisah\nrinduku disini tetap berkobar,anak nelayan bajunya basah\nsetelah pulang dari berlayar,meski raga telah terpisah\nrinduku disini tetap berkobar,a-b-a-b,10,10,9,11,4,4,4,4
366,Anak nelayan membawa pukat\nPergi melaut saat fajar\nJika tekun mencari berkat\nHasil datang tanpa dikejar,Anak nelayan membawa pukat\nPergi melaut saat fajar,Jika tekun mencari berkat\nHasil datang tanpa dikejar,a-b-a-b,10,9,9,9,4,4,4,4
367,anak nelayan menangkap ikan\nikan ditangkap di laut bersih\npulang kampung ketika lebaran\ntak sabar bertemu dengan kekasih,anak nelayan menangkap ikan\nikan ditangkap di laut bersih,pulang kampung ketika lebaran\ntak sabar bertemu dengan kekasih,a-b-a-b,10,10,10,11,4,5,4,5
368,Anak nelayan menarik jala\nOmbak kecil memukul pantai\nJika bersatu kuatlah kita\nBerat dan ringan dapat diselesai,Anak nelayan menarik jala\nOmbak kecil memukul pantai,Jika bersatu kuatlah kita\nBerat dan ringan dapat diselesai,a-b-a-b,10,9,10,11,4,4,4,5
369,Anak nelayan menebar jala\nOmbak kecil datang silih\nJika usaha tak pernah reda\nHasil besar akan terpilih,Anak nelayan menebar jala\nOmbak kecil datang silih,Jika usaha tak pernah reda\nHasil besar akan terpilih,a-b-a-b,10,8,10,9,4,4,5,4
370,Anak nelayan menjahit jala\nBenang kusut disulam rapi\nJika rezeki ingin terjaga\nBekerja keras setiap hari,Anak nelayan menjahit jala\nBenang kusut disulam rapi,Jika rezeki ingin terjaga\nBekerja keras setiap hari,a-b-a-b,10,9,10,10,4,4,4,4
371,Anak nelayan menjahit jala\nJala koyak disulam benang\nJika rezeki mahu terjaga\nUsaha tekun jangan hilang,Anak nelayan menjahit jala\nJala koyak disulam benang,Jika rezeki mahu terjaga\nUsaha tekun jangan hilang,a-b-a-b,10,9,10,9,4,4,4,4
372,Anak nelayan pergi ke laut\nMenebar pukat saat fajar\nJika hidup mahu tak surut\nBersungguh hati dalam belajar,Anak nelayan pergi ke laut\nMenebar pukat saat fajar,Jika hidup mahu tak surut\nBersungguh hati dalam belajar,a-b-a-b,10,9,9,10,5,4,5,4
373,anak pak guru sungguh cantik\nsudah cantik pintar sekali\ntetaplah menjadi pemimpin yang baik\ndi hari ultahmu yang spesial ini,anak pak guru sungguh cantik\nsudah cantik pintar sekali,tetaplah menjadi pemimpin yang baik\ndi hari ultahmu yang spesial ini,a-b-a-b,9,9,12,12,5,4,5,6
374,anak pak mamat namanya putra\norangnya pintar dan baik pula\napakah aku terlalu memuja\nrasa rindu penuhi dada,anak pak mamat namanya putra\norangnya pintar dan baik pula,apakah aku terlalu memuja\nrasa rindu penuhi dada,a-a-a-a,10,10,11,9,5,5,4,4
375,anak pandai selalu hemat\nmembeli barang slalu manfaat\nkepada yang tua mestilah hormat\nagar hidup mendapat berkat,anak pandai selalu hemat\nmembeli barang slalu manfaat,kepada yang tua mestilah hormat\nagar hidup mendapat berkat,a-a-a-a,9,10,11,9,4,4,5,4
376,Anak pari berenang rendah\nDi dasar laut berpasir halus\nJika hati jangan berubah\nPegang prinsip tetap lurus,Anak pari berenang rendah\nDi dasar laut berpasir halus,Jika hati jangan berubah\nPegang prinsip tetap lurus,a-b-a-b,9,10,9,8,4,5,4,4
377,anak pelanduk dalam perigi\nikan belanak masuk ke belat\njanganlah duduk berhati dengki\naduhai anak hendaklah ingat,anak pelanduk dalam perigi\nikan belanak masuk ke belat,janganlah duduk berhati dengki\naduhai anak hendaklah ingat,a-b-a-b,10,10,10,10,4,5,4,4
378,Anak pelikan terbang rendah\nMenyusuri laut waktu senja\nJika hidup ingin berkah\nBanyakkan doa dan juga kerja,Anak pelikan terbang rendah\nMenyusuri laut waktu senja,Jika hidup ingin berkah\nBanyakkan doa dan juga kerja,a-b-a-b,9,10,8,10,4,4,4,5
379,Anak penarik perahu dayung\nMengayuh tenang di sungai luas\nJika ingin hidup beruntung\nSyukur selalu jangan lepas,Anak penarik perahu dayung\nMengayuh tenang di sungai luas,Jika ingin hidup beruntung\nSyukur selalu jangan lepas,a-b-a-b,10,10,9,9,4,5,4,4
380,Anak penyu menuju laut\nLangkah kecil penuh harapan\nJika jatuh jangan takut\nBangkit lagi dengan keyakinan,Anak penyu menuju laut\nLangkah kecil penuh harapan,Jika jatuh jangan takut\nBangkit lagi dengan keyakinan,a-b-a-b,9,9,8,10,4,4,4,4
381,Anak perahu menarik sauh\nTali diikat sebelum belayar\nJika hidup ingin teguh\nPerbanyak doa dan sabar,Anak perahu menarik sauh\nTali diikat sebelum belayar,Jika hidup ingin teguh\nPerbanyak doa dan sabar,a-b-a-b,10,11,8,8,4,4,4,4
382,Anak perahu menarik sauh\nTali diketat sebelum belayar\nJika hidup mahu teguh\nPerkukuh ilmu dan sabar,Anak perahu menarik sauh\nTali diketat sebelum belayar,Jika hidup mahu teguh\nPerkukuh ilmu dan sabar,a-b-a-b,10,11,8,8,4,4,4,4
383,Anak perahu mudik perlahan\nDayung kayu mengayuh arus\nJika hidup ingin bertahan\nJangan belok dari yang lurus,Anak perahu mudik perlahan\nDayung kayu mengayuh arus,Jika hidup ingin bertahan\nJangan belok dari yang lurus,a-b-a-b,10,9,9,9,4,4,4,5
384,anak pertama kepala suku\ntadi pagi membeli buku\nrindu yang mewabah di hatiku\nhingga saat ini masih menyiksaku,anak pertama kepala suku\ntadi pagi membeli buku,rindu yang mewabah di hatiku\nhingga saat ini masih menyiksaku,a-a-a-a,10,9,10,12,4,4,5,5
385,Anak petani menanam jagung\nJagung tumbuh di musim panas\nJika ingin berdiri di puncak gunung\nJangan takut proses yang keras,Anak petani menanam jagung\nJagung tumbuh di musim panas,Jika ingin berdiri di puncak gunung\nJangan takut proses yang keras,a-b-a-b,10,9,12,9,4,5,6,5
386,anak pramuka memasang tenda\ntenda terbang entah kemana\nwahai sobat para pemuda\njangan engkau mendekati zina,anak pramuka memasang tenda\ntenda terbang entah kemana,wahai sobat para pemuda\njangan engkau mendekati zina,a-a-a-a,10,9,9,10,4,4,4,4
387,anak pria itu bernama gilang\nsukanya bermain ular tangga\nraih prestasi nan gemilang\nkelak menjadi sukses dan berguna,anak pria itu bernama gilang\nsukanya bermain ular tangga,raih prestasi nan gemilang\nkelak menjadi sukses dan berguna,a-b-a-b,11,10,9,11,5,4,4,5
388,Anak punai anak merbah\nHinggap ditonggak mencari sarang\nAnak sungai lagikan berubah\nInikan pula hati orang,Anak punai anak merbah\nHinggap ditonggak mencari sarang,Anak sungai lagikan berubah\nInikan pula hati orang,a-b-a-b,8,10,10,9,4,4,4,4
389,Anak puyuh berlari kecil\nBersembunyi di balik semak\nJika usaha walau kerdil\nAsal tekun pasti menapak,Anak puyuh berlari kecil\nBersembunyi di balik semak,Jika usaha walau kerdil\nAsal tekun pasti menapak,a-b-a-b,9,9,9,9,4,4,4,4
390,anak raja jumlah delapan\nbaju merah duduk di papan\npergi bekerja penuh harapan\nmoga cerah di masa depan,anak raja jumlah delapan\nbaju merah duduk di papan,pergi bekerja penuh harapan\nmoga cerah di masa depan,a-a-a-a,9,9,10,9,4,5,4,5
391,anak raja main panggalan\npulang ke istana hari pun hujan\nsibuk bekerja mesti ditinggalkan\nkalau sudah terdengar adzan,anak raja main panggalan\npulang ke istana hari pun hujan,sibuk bekerja mesti ditinggalkan\nkalau sudah terdengar adzan,a-a-a-a,9,11,11,9,4,6,4,4
392,anak raja memakai kebaya\nkebaya di pakai di hari raya\nsungguh girang tikus tertawa\nmelihat kucing sedang berdansa,anak raja memakai kebaya\nkebaya di pakai di hari raya,sungguh girang tikus tertawa\nmelihat kucing sedang berdansa,a-a-a-a,10,11,9,10,4,6,4,4
