id;text_pantun;kategori AI;Kategori Pakar
1465;Burung bangau berdiri diam\nMenatap air di tepi rawa\nJika ingin hidup terasa tenteram\nHiduplah jujur apa adanya;Pantun Nasihat;Pantun Nasihat
1467;Burung bangau berdiri lama\nDi tepi rawa mencari makan\nJika ingin hidup utama\nUtamakan jujur dan kebaikan;Pantun Nasihat;Pantun Nasihat
1468;Burung bangau berdiri tenang\nMencari ikan di rawa-rawa\nJika ingin hidup gemilang\nJangan putus asa dan kecewa;Pantun Nasihat;Pantun Nasihat
1469;Burung bangau berdiri tenang\nMencari makan di tepi rawa\nJika ingin hidup dikenang\nTinggalkan jejak kebaikan nyata;Pantun Nasihat;Pantun Nasihat
1474;Burung bangau terbang beriring\nMenuju rawa yang tenang airnya\nJika ingin hidup tak miring\nLuruskan niat dan tujuannya;Pantun Nasihat;Pantun Nasihat
1475;Burung bangau terbang perlahan\nMenyusuri rawa mencari makan\nJika hidup penuh tantangan\nHadapilah dengan kesabaran;Pantun Nasihat;Pantun Nasihat
1476;Burung bangau terbang perlahan\nMenyusuri rawa mencari makan\nJika ingin hidup berkesan\nTinggalkan jejak kebaikan;Pantun Nasihat;Pantun Nasihat
1477;Burung bangau terbang perlahan\nMenyusuri rawa yang luas\nJika ingin hidup penuh ketenangan\nHadapi masalah dengan ikhlas;Pantun Nasihat;Pantun Nasihat
1479;burung bangau turun ke rawa\nterbang tinggi setinggi kelapa\njika berjumpa dengan yang tua\nhormat kepadanya jangan dilupa;Pantun Nasihat;Pantun Nasihat
1480;burung bangkai baunys pekat\nbentuknya unik besar ukurannya\nrangkul tanganku wahai sahabat\nkita jalani bersamasama;Pantun Nasihat;Pantun Kasih Sayang
1481;Burung belibis berenang pelan\nDi danau biru yang tenang\nJika ingin hidup berkesan\nSaling peduli jangan menyerang;Pantun Nasihat;Pantun Nasihat
1483;burung belibis terbang kau tinggi\nditembak preman bernama galih\naduhai kasih jangan kau pergi\nhati merana tak bisa pulih;Pantun Nasihat;Pantun Kasih Sayang
1484;burung beling burung pelikan\nmakan ati tomat lauknya\njangan saling rundung menjatuhkan\nhormati juga umat lainnya;Pantun Nasihat;Pantun Nasihat
1485;burung beo burung pelikan\nbeterbangan di sekitar taman\ncuci tangan sebelum makan\nagar terhindar dari kuman;Pantun Nasihat;Pantun Nasihat
1486;Burung beo pandai berkata\nSuara lantang terdengar jelas\nJika ingin hidup mulia\nBerkatalah jujur dan ikhlas;Pantun Nasihat;Pantun Nasihat
1487;burung beruk di atas tempurung\ntelur beruk di atas piring\nanak gemuk memakai sarung\ndi kira orang betina bunting;Pantun Nasihat;Pantun Hiburan
1488;burung bulbul dalam sangkar\nkini kicaunya mulai kurang\njadilah wanita yang tegar\nlebih kuat dari karang;Pantun Nasihat;Pantun Kiasan
1491;Burung camar hinggap di batu\nBatu besar dekat samudra\nJika ingin hati menyatu\nHapus benci dalam dada;Pantun Nasihat;Pantun Nasihat
1492;Burung camar melintas laut\nSayap lebar diterpa angin\nJika ingin hati tak kusut\nTenangkan pikiran dengan yakin;Pantun Nasihat;Pantun Nasihat
1493;Burung camar menepi pantai\nMencari makan di pasir basah\nJika ingin hidup damai\nJangan mudah berprasangka salah;Pantun Nasihat;Pantun Nasihat
1494;Burung camar terbang ke laut\nOmbak besar bergulung-gulung\nJika hidup terasa semrawut\nDekatkan diri pada Yang Agung;Pantun Nasihat;Pantun Nasihat
1495;Burung camar terbang ke laut\nOmbak putih datang menyambut\nJangan mudah merasa takut\nAllah selalu tempat berpaut;Pantun Nasihat;Pantun Agama
1498;Burung camar terbang ke laut\nOmbak putih datang menyambut\nKatanya tak pernah kalut\nKuota habis langsung kusut;Pantun Nasihat;Pantun Hiburan
1500;Burung camar terbang ke lautan\nSayap kuat hadapi terpaan\nTetap teguh dalam keyakinan\nAgar tak goyah oleh godaan;Pantun Nasihat;Pantun Nasihat
1501;Burung camar terbang ke pantai\nHinggap sebentar di batu karang\nJika ingin cita-cita tercapai\nUsaha keras janganlah hilang;Pantun Nasihat;Pantun Nasihat
1502;Burung camar terbang melayang\nHinggap sebentar di batu karang\nJika hidup banyak rintangan datang\nHadapi dengan sabar dan tenang;Pantun Nasihat;Pantun Nasihat
1503;Burung camar terbang rendah\nMencari ikan di tepi laut\nJika hati selalu ramah\nBanyak orang datang terpaut;Pantun Nasihat;Pantun Nasihat
1504;Burung camar terbang rendah\nMencari makan di lautan\nJangan biarkan diri menyerah\nKarena itu awal kekalahan;Pantun Nasihat;Pantun Nasihat
1505;Burung camar terbang rendah\nMenyambar ikan di laut biru\nHarta dunia jangan bermegah\nBudi dan amal penentu mutu;Pantun Nasihat;Pantun Nasihat
1506;Burung camar terbang rendah\nMenyambar ikan di laut biru\nJika berharta jangan bermegah\nBudi dan amal ukur mutu;Pantun Nasihat;Pantun Nasihat
1507;Burung cenderawasih terbang tinggi\nSayap indah berwarna cerah\nJika ingin dihargai nanti\nBersikap jujur dan amanah;Pantun Nasihat;Pantun Nasihat
1509;burung dara berpasangpasangan\nterbang tinggi mengejar hama\nbila guru sedang menerangkan\nperhatikanlah dengan seksama;Pantun Nasihat;Pantun Nasihat
1511;burung dara burung tekukur\nlompatlompat di tepi sumur\nbila hati sabar dan syukur\nniscaya hidupmu akan makmur;Pantun Nasihat;Pantun Nasihat
1512;burung dara dalam sangkar\nsangkar indah ada yang punya\njauhkan anak dari bertengkar\nbertengkar itu tak ada gunanya;Pantun Nasihat;Pantun Nasihat
1515;Burung dara putih bersih\nTerbang rendah di halaman\nJika ingin hidup terpilih\nBangun sikap penuh ketulusan;Pantun Nasihat;Pantun Nasihat
1516;Burung dara terbang berdua\nHinggap tenang di atap rumah\nJika ingin hidup penuh makna\nRawat hubungan dengan amanah;Pantun Nasihat;Pantun Nasihat
1518;Burung dara terbang berpasang\nMenuju sarang dengan setia\nJika ingin hidup selalu seimbang\nJaga hubungan dan rasa percaya;Pantun Nasihat;Pantun Nasihat
1519;Burung dara terbang berpasang\nMenuju sarang di kala senja\nJika ingin hidup seimbang\nJaga hubungan dengan sesama;Pantun Nasihat;Pantun Nasihat
1520;burung dara terbang ke awan\nterbang di langit sangat lama\ndidiklah tanganmu agar dermawan\nsuka membantu kepada sesama;Pantun Nasihat;Pantun Nasihat
1522;burung dara terbang melanglang\nhinggapnya di pucuk pepohonan\nsetiap kali ayah pulang\nselalu saja banyak makanan;Pantun Nasihat;Pantun Sukacita
1524;Burung dara terbang melayang\nHinggap sebentar di atap rumah\nJika ingin disayang orang\nJangan suka berbuat salah;Pantun Nasihat;Pantun Nasihat
1525;burung dara terbang melayang\nlincah terbang badannya ringan\nkepada binatang mesti sayang\ndisiksa tentunya jangan;Pantun Nasihat;Pantun Nasihat
1526;Burung dara terbang perlahan\nHinggap rapi di atap lama\nJika ingin hidup penuh keindahan\nBangun hubungan dengan saling percaya;Pantun Nasihat;Pantun Nasihat
1528;Burung elang melayang tinggi\nMemandang luas lembah dan bukit\nJika ingin hidup berprestasi\nBerani jatuh lalu bangkit;Pantun Nasihat;Pantun Nasihat
1529;burung elang menerkam mangsa\nmangsa diterkam di tepi sawah\nini hari pertama kita\ndalam satu atap sekolah;Pantun Nasihat;Pantun Sukacita
1530;Burung elang menyisir angin\nTerbang tinggi tanpa ragu\nJika ingin kuat dan yakin\nFokus tujuan yang kamu tuju;Pantun Nasihat;Pantun Nasihat
1532;burung elang si burung buas\njinakjinak burung merpati\nkalau kawankawan belum puas\nbesok bisa kita ulang lagi;Pantun Nasihat;Pantun Sukacita
1533;Burung elang terbang ke awan\nMelihat bumi dari ketinggian\nJika hidup ingin menawan\nJaga sikap dan kejujuran;Pantun Nasihat;Pantun Nasihat
1534;Burung elang terbang ke awan\nSayap kuat penuh ketegaran\nJangan takut dalam tantangan\nKarena berani awal kemenangan;Pantun Nasihat;Pantun Nasihat
1536;Burung elang terbang melayang\nMata tajam melihat mangsa\nJika ingin hidup disayang\nBersikap lembut pada sesama;Pantun Nasihat;Pantun Nasihat
1537;Burung elang terbang melayang\nMenembus awan tinggi sekali\nJika ingin jadi orang\nDisiplin diri setiap hari;Pantun Nasihat;Pantun Nasihat
1539;Burung elang terbang melayang\nMenyusur angin di langit biru\nJika ingin hidup jadi terbilang\nRendah hati jadi penentu;Pantun Nasihat;Pantun Nasihat
1541;Burung elang terbang melayang\nSayap kuat menembus awan\nKatanya ingin jadi orang tenang\nLihat chat masuk deg-degan;Pantun Nasihat;Pantun Hiburan
1542;Burung elang terbang melingkar\nMengawasi lembah dan hutan\nJika ingin hidup tak gentar\nPerkuat iman dan keyakinan;Pantun Nasihat;Pantun Nasihat
1543;Burung elang terbang meninggi\nMenatap luas alam terbentang\nJika ingin hidup berprestasi\nBerani bermimpi dan berjuang;Pantun Nasihat;Pantun Nasihat
1544;Burung elang terbang rendah\nBersama angin ke puncak bukit\nNgaku kuat tak pernah lemah\nBaru gagal sekali langsung sakit;Pantun Nasihat;Pantun Hiburan
1546;Burung elang terbang tinggi\nMemandang luas alam raya\nJika ingin hidup berprestasi\nBerani bermimpi dan berupaya;Pantun Nasihat;Pantun Nasihat
1547;Burung elang terbang tinggi\nMemandang luas dari angkasa\nCita-cita jangan setengah hati\nKejar terus sampai tercapai asa;Pantun Nasihat;Pantun Nasihat
1548;Burung elang terbang tinggi\nMemandang luas lembah dan gunung\nJangan sombong karena prestasi\nRendah hati lebih dijunjung;Pantun Nasihat;Pantun Nasihat
1549;Burung elang terbang tinggi\nMenembus awan putih berseri\nBerani gagal lalu bangkit lagi\nItulah jalan orang berprestasi;Pantun Nasihat;Pantun Nasihat
1550;Burung elang terbang tinggi\nSayap kuat menembus awan\nBersungguh hati mencari ilmu tinggi\nAgar masa depan cemerlang kawan;Pantun Nasihat;Pantun Nasihat
1552;Burung elok bernama punai\nTerbang rendah di tepi kali\nJika ingin hidup ternilai\nJujur dan adil pada diri;Pantun Nasihat;Pantun Nasihat
1554;Burung gereja terbang beriring\nHinggap rapi di atap rumah\nJika ingin hati tak miring\nJauhi iri dan amarah;Pantun Nasihat;Pantun Nasihat
1555;Burung gereja terbang rendah\nMencari makan di halaman rumah\nJika ingin hidup penuh berkah\nRajin berdoa jangan menyerah;Pantun Nasihat;Pantun Nasihat
1557;Burung hantu keluar malam\nTerbang pelan mencari mangsa\nJika ingin hidup tentram\nJangan lupa bersyukur senantiasa;Pantun Nasihat;Pantun Nasihat
1558;Burung hantu keluar malam\nTerbang sunyi tanpa suara\nJika ingin hidup tentram\nJangan simpan dendam di dada;Pantun Nasihat;Pantun Nasihat
1559;burung hantu terbang di malam hari\nbulan purnama bersinar terang\nilmu menuntun Langkah diri\ndikala hidup terasa bimbang;Pantun Nasihat;Pantun Nasihat
1560;Burung hantu terbang malam\nBertengger sunyi di batang tua\nJika ingin hidup tenteram\nJangan simpan dendam di dada;Pantun Nasihat;Pantun Nasihat
1561;Burung hantu terbang waktu malam\nSinggah sejenak di pohon jambu\nNgaku pintar, tapi suka diam\nNyatanya bingung saat dikasih tahu;Pantun Nasihat;Pantun Hiburan
1563;burung hinggap di pucuk cemara\nmencari jerami juga jelai\nwahai anak ingat pepatah lama\nmenabung itu pangkal pandai;Pantun Nasihat;Pantun Nasihat
1564;burung hinggap diatas genting\ndiatas pohon ada tupai\nbelajar itu sangat penting\nagar citacita bisa tercapai;Pantun Nasihat;Pantun Nasihat
1565;burung hinggap pada tiang\nterbang satu melayanglayang\nbadan kurus semakin peyang\nditiup angin tentu goyanggoyang;Pantun Nasihat;Pantun Hiburan
1568;Burung jalak hinggap di batu\nBatu besar di tepi kali\nJika ingin hidup bersatu\nUtamakan damai dan empati;Pantun Nasihat;Pantun Nasihat
1569;Burung jalak hinggap di pagar\nPagar bambu di tepi ladang\nJika ingin hidupmu segar\nJauhi malas dan suka menentang;Pantun Nasihat;Pantun Nasihat
1570;Burung jalak hinggap di pagar\nPagar bambu di tepi sawah\nJika ingin hidup segar\nJangan malas dan jangan lengah;Pantun Nasihat;Pantun Nasihat
1571;Burung kacer berkicau pagi\nSuara nyaring di pohon cemara\nJika ingin dihormati lagi\nTunjukkan akhlak yang terjaga;Pantun Nasihat;Pantun Nasihat
1572;Burung kakatua bersuara nyaring\nDi dahan tinggi pohon tua\nJika ingin hati tak kering\nIsi hidup dengan doa;Pantun Nasihat;Pantun Nasihat
1573;Burung kasuari berjalan pelan\nDi hutan lebat yang sunyi\nJika ingin kuat bertahan\nBangun tekad dalam diri;Pantun Nasihat;Pantun Nasihat
1574;Burung kasuari melangkah pelan\nDi hutan lebat yang teduh\nJika ingin kuat bertahan\nHadapi masalah dengan teguh;Pantun Nasihat;Pantun Nasihat
1575;Burung kecil bernyanyi pagi\nDi dahan pohon yang rindang\nJika ingin hidup berarti\nBersikap jujur dan lapang;Pantun Nasihat;Pantun Nasihat
1576;Burung kecil bernyanyi pagi\nNada lembut terdengar jelas\nJika ilmu telah dimiliki\nAmalkan dengan hati ikhlas;Pantun Nasihat;Pantun Nasihat
1577;Burung kecil bernyanyi riang\nDi ranting pohon yang tenang\nJika ingin masa gemilang\nBekerja keras tanpa bimbang;Pantun Nasihat;Pantun Nasihat
1578;Burung kecil bernyanyi riang\nHinggap tenang di pagar kayu\nJika ingin hidupmu gemilang\nTanamkan jujur dalam perilaku;Pantun Nasihat;Pantun Nasihat
1579;Burung kecil bernyanyi riang\nNada halus menyapa pagi\nJika ingin hidup gemilang\nKonsisten langkah dari hari ke hari;Pantun Nasihat;Pantun Nasihat
1580;Burung kecil bernyanyi riang\nSuara halus memecah sunyi\nJika hidup ingin terus terang\nJujurkan hati dan niat murni;Pantun Nasihat;Pantun Nasihat
1581;Burung kecil hinggap di dahan\nAngin sepoi datang perlahan\nJika ingin masa depan\nBersungguhlah wahai kawan;Pantun Nasihat;Pantun Nasihat
1584;Burung kecil terbang ke rawa\nHinggap lama di pohon jati\nJika ingin hidup bahagia\nPerbanyak sabar dalam hati;Pantun Nasihat;Pantun Nasihat
1586;Burung kecil terbang ke timur\nSayap ringan menembus udara\nJika ingin masa depan makmur\nUsaha hari ini jangan ditunda;Pantun Nasihat;Pantun Nasihat
1587;Burung kecil terbang perlahan\nHinggap manis di pepohonan\nBangun tekad dan keteguhan\nAgar kuat dalam pendirian;Pantun Nasihat;Pantun Nasihat
1588;Burung kecil terbang rendah\nHinggap sebentar di tanah\nJika ingin hidup indah\nJauhi fitnah dan amarah;Pantun Nasihat;Pantun Nasihat
1589;Burung kecil terbang rendah\nMencari makan di rerumputan\nJika ingin hidup penuh berkah\nJaga lisan dan perbuatan;Pantun Nasihat;Pantun Nasihat
1591;Burung kedidi dipohon nangka\nAnak bayan hinggap di dahan\nOrang berbudi kita berbahasa\nMesra ikatan erat perpaduan;Pantun Nasihat;Pantun Kiasan
1593;Burung kenari berkicau riang\nDi sangkar kecil dekat jendela\nJika ingin hidup tenang\nBersyukur atas nikmat yang ada;Pantun Nasihat;Pantun Nasihat
1595;Burung kenari bernyanyi pagi\nHinggap sebentar di dahan cemara\nJika ingin hidup penuh budi\nHormati orang tua dan sesama;Pantun Nasihat;Pantun Nasihat
1596;Burung kenari bernyanyi pagi\nSuara lembut terdengar merdu\nJika ingin dihargai lagi\nBerbuat baik tanpa ragu;Pantun Nasihat;Pantun Nasihat
1597;Burung kenari bernyanyi riang\nDi dahan tinggi pohon randu\nJika ingin hidup tenang\nDekatkan diri pada Yang Maha Satu;Pantun Nasihat;Pantun Nasihat
1598;burung kenari bernyanyi riang\nhinggap manis di dahan cemara\nilmu membuat akal berkembang\ndan hati tenang penuh cahaya;Pantun Nasihat;Pantun Nasihat
1601;Burung kenari di dahan jati\nMenyanyi lirih waktu dinihari\nJika budi menghias diri\nMulialah insan sepanjang hari;Pantun Nasihat;Pantun Kiasan
1602;Burung kenari di dahan tinggi\nMenyanyikan lagu penuh seri\nJika hormat sesama diri\nTeguhlah ukhuwah tiada berseri;Pantun Nasihat;Pantun Nasihat
1603;Burung kenari di dahan tua\nMenyanyikan lagu nan berirama\nJika muafakat dijaga semua\nBerat beban menjadi sama;Pantun Nasihat;Pantun Nasihat
1605;Burung kenari terbang ke dahan\nBurung nasar riang berdendang\nSekolah bestari ada wawasan\nMembentuk intelek yang cemerlang;Pantun Nasihat;Pantun Nasihat
1606;Burung kenari terbang ke taman\nHinggap sejenak di dahan cemara\nJika ingin hidup penuh kebaikan\nRingankan tangan membantu sesama;Pantun Nasihat;Pantun Nasihat
1607;Burung kepinis terbang tinggi\nMenyusuri langit luas sekali\nJika ingin cita tercapai nanti\nBerusaha keras setiap hari;Pantun Nasihat;Pantun Nasihat
1608;Burung kepodang warna kuning\nHinggap manis di ranting muda\nJika ingin hati tak kering\nSirami jiwa dengan doa;Pantun Nasihat;Pantun Nasihat
1609;Burung kuntul berdiri tenang\nDi tepi rawa mencari makan\nJika ingin hidup gemilang\nJangan takut menghadapi tantangan;Pantun Nasihat;Pantun Nasihat
1610;Burung kutilang bernyanyi lagi\nNada merdu mengisi udara\nJika ingin hidup berarti\nIsi dunia dengan karya nyata;Pantun Nasihat;Pantun Nasihat
1611;Burung kutilang bernyanyi pagi\nNada merdu terdengar jelas\nJika ilmu sudah kau miliki\nAmalkan dengan hati ikhlas;Pantun Nasihat;Pantun Nasihat
1612;burung landas dari tangan\nburung merpati makan menyan\nyang membuang sampah sembarangan\nbisa jadi pacarnya orang utan;Pantun Nasihat;Pantun Hiburan
1614;Burung layang terbang melintas\nMenyusuri awan berarak putih\nJika ingin hidup berkualitas\nIsi hari dengan hal yang bersih;Pantun Nasihat;Pantun Nasihat
1617;Burung merak menari indah\nBulu cantik berkilau cahaya\nJika ingin hidup tak lelah\nSeimbangkan kerja dan doa;Pantun Nasihat;Pantun Nasihat
1618;Burung Merak terbang ke laut\nSampai ke laut mengangkut sarang\nSedangkan bah kapal tak hanyut\nInikan pula kemarau panjang;Pantun Nasihat;Pantun Kiasan
1619;Burung merbah bernyanyi riang\nDi dahan tinggi pohon cemara\nJika ingin hidup tenang\nBersihkan hati dari prasangka;Pantun Nasihat;Pantun Nasihat
1622;Burung merbah di atas dahan\nBerkicau pagi menyambut hari\nJika hidup ingin bertahan\nDisiplin diri jangan lari;Pantun Nasihat;Pantun Nasihat
1624;Burung merbah hinggap seketika\nDi dahan tua pohon sena\nJika menilai pakailah logika\nAdil dan saksama barulah bermakna;Pantun Nasihat;Pantun Nasihat
1626;burung merpati jinak sekali\nindah kicauannya si burung murai\nselasa pagi seruput kopi\nbanyak tekat yang harus di capai;Pantun Nasihat;Pantun Sukacita
1627;Burung merpati pulang ke sarang\nMembawa ranting di paruhnya\nJika hidup ingin tenang\nBerbuat baik sesama manusia;Pantun Nasihat;Pantun Nasihat
1628;Burung merpati terbang berdua\nHinggap damai di atas pagar\nHidup rukun sesama manusia\nMenjadi dasar hidup yang benar;Pantun Nasihat;Pantun Nasihat
1630;Burung merpati terbang berdua\nHinggap manis di atas dahan\nJagalah akhlak mulia\nAgar hidup penuh kemuliaan;Pantun Nasihat;Pantun Nasihat
1631;Burung merpati terbang berdua\nHinggap manis di atas dahan\nJika ingin hidup bahagia\nBangun hubungan penuh kebaikan;Pantun Nasihat;Pantun Nasihat
1632;Burung merpati terbang berdua\nHinggap manis di atas dahan\nJika ingin hidup mulia\nBersikap sabar penuh keimanan;Pantun Nasihat;Pantun Nasihat
1633;Burung merpati terbang berdua\nHinggap manis di atas dahan\nKatanya tak suka cerita\nTanya sedikit buka curhatan;Pantun Nasihat;Pantun Hiburan
1634;Burung merpati terbang berdua\nHinggap sebentar di atas pagar\nJika ingin hidup bahagia\nSaling percaya haruslah tegar;Pantun Nasihat;Pantun Nasihat
1636;burung merpati terbang beriring\nmenuju senja di ufuk barat\nilmu sejati lahir dari hening\ndan hati yang tulus berniat;Pantun Nasihat;Pantun Nasihat
1637;Burung merpati terbang ke taman\nHinggap sebentar di pohon jati\nKalau ingin masa depan aman\nBelajarlah rajin sepenuh hati;Pantun Nasihat;Pantun Nasihat
1638;Burung merpati terbang melingkar\nMencari arah pulang ke sarang\nJika ingin hati tak gusar\nTenangkan diri saat bimbang;Pantun Nasihat;Pantun Nasihat
1639;Burung merpati terbang searah\nLangit biru tanpa awan\nJangan takut pada susah\nItu teman menuju kemenangan;Pantun Nasihat;Pantun Nasihat
1640;Burung merpati terbang seribu\nHinggap seekor di tengah laman\nHendak mati di hujung kuku\nHendak berkubur di tapak tangan;Pantun Nasihat;Pantun Kiasan
1641;burung merpati terbang tinggi\ndi langit yang indah nan menawan\njika ingin bersihnya hati\njangan suka menggunjing teman;Pantun Nasihat;Pantun Nasihat
1642;Burung merpati terbang tinggi\nHinggap manis di pohon jati\nJagalah iman dalam diri\nAgar selamat hingga mati;Pantun Nasihat;Pantun Nasihat
1644;Burung murai berkicau merdu\nDi dahan tinggi pohon jati\nJika ingin hidup maju\nTingkatkan ilmu setiap hari;Pantun Nasihat;Pantun Nasihat
1645;burung murai dalam sangkar\nsangkar mahal indah hiasannya\njauhkan olehmu bertengkar\nbertengkar itu tiada gunanya;Pantun Nasihat;Pantun Nasihat
1646;Burung nuri berbulu biru\nTerbang tinggi di atas awan\nJika ingin ilmu bertambah selalu\nRajin membaca setiap pekan;Pantun Nasihat;Pantun Nasihat
1647;burung nuri berbulu biru\nterbang tinggi dikejar ular\njika kita ingin banyak ilmu\nrajinlah selalu dalam belajar;Pantun Nasihat;Pantun Nasihat
1648;Burung nuri bernyanyi riang\nDi ranting pohon yang tenang\nKatanya tak pernah curang\nMain kartu selalu pegang belakang;Pantun Nasihat;Pantun Hiburan
1650;burung nuri burung dara\nterbang ke sisi taman kayangan\ncubalah teka wahai saudara\nsemakin diisi makin ringan;Pantun Nasihat;Pantun Hiburan
1651;burung nuri burung dara\nterbang tinggi ke tanah jawa\nsebelum engkau berbicara\npenuhi dengan ilmu sekujur jiwa;Pantun Nasihat;Pantun Nasihat
1652;burung nuri burung dara\nterbangnya di sekitar layangan\ncobalah cari wahai saudara\nmakin diisi makin ringan;Pantun Nasihat;Pantun Hiburan
1656;Burung nuri hinggap di dahan\nDaun hijau tampak menawan\nJangan tinggi hati berlebihan\nKarena sombong awal kehancuran;Pantun Nasihat;Pantun Nasihat
1658;Burung nuri hinggap di jati\nAngin lembut datang lagi\nRajin menata hati sendiri\nAgar hidup lebih berarti;Pantun Nasihat;Pantun Nasihat
1659;Burung nuri hinggap di jati\nDaun kering jatuh ke tanah\nJika ingin hidup berarti\nJangan suka berbuat salah;Pantun Nasihat;Pantun Nasihat
1661;Burung nuri hinggap rendah\nDaun kering jatuh ke tanah\nJika ingin hidup berkah\nTunaikan amanah jangan salah;Pantun Nasihat;Pantun Nasihat
1663;Burung nuri terbang beriring\nSayap berkilau terkena cahaya\nJika ingin hidup tidak sering miring\nLuruskan niat dalam berkarya;Pantun Nasihat;Pantun Nasihat
1664;Burung nuri terbang berwarna\nSayap indah memikat mata\nJika ingin hidup penuh makna\nJangan lupa berbagi rasa;Pantun Nasihat;Pantun Nasihat
1665;Burung nuri terbang ceria\nSayap warna memikat pandang\nJika ingin hidup penuh karya\nBeranilah mencoba dan berkembang;Pantun Nasihat;Pantun Nasihat
1666;Burung nuri terbang ke barat\nSayap warna memikat mata\nJika ingin hidup penuh manfaat\nGunakan waktu sebaik-baiknya;Pantun Nasihat;Pantun Nasihat
1670;Burung nuri terbang ke rawa\nHinggap sebentar di pohon jati\nCita-cita jangan ditunda\nUsaha hari ini kunci nanti;Pantun Nasihat;Pantun Nasihat
1673;Burung nuri terbang ke seberang\nHinggap sebentar di dahan cemara\nIlmu dicari jangan sembarang\nAgar berguna sepanjang masa;Pantun Nasihat;Pantun Nasihat
1674;Burung nuri terbang ke seberang\nHinggap sebentar di dahan cemara\nJika ingin hidupmu gemilang\nRajin belajar sepanjang masa;Pantun Nasihat;Pantun Nasihat
1675;Burung nuri terbang ke seberang\nHinggap sebentar di dahan tua\nJika hidup ingin gemilang\nJangan tinggalkan adab mulia;Pantun Nasihat;Pantun Nasihat
1676;Burung nuri terbang ke timur\nSayap berkilau terkena cahaya\nJika ingin masa depan makmur\nKerja keraslah sejak muda belia;Pantun Nasihat;Pantun Nasihat
1679;Burung nuri terbang rendah\nHinggap sebentar di tanah\nKatanya orangnya ramah\nPinjam uang langsung menghilang entah;Pantun Nasihat;Pantun Hiburan
1681;Burung nuri terbang tinggi\nHinggap manis di pohon jati\nJangan iri pada rezeki\nKarena semua sudah terbagi;Pantun Nasihat;Pantun Nasihat
1682;Burung nuri terbang tinggi\nHinggap manis di pohon jati\nJangan simpan dengki di hati\nKarena damai itu suci;Pantun Nasihat;Pantun Nasihat
1687;Burung pelikan membawa ikan\nParuh panjang kuat sekali\nJika ingin raih impian\nPercaya diri dalam hati;Pantun Nasihat;Pantun Nasihat
1688;Burung pelikan terbang rendah\nMenyentuh air di tengah telaga\nJika ingin jauh dari resah\nPerbanyak doa setiap masa;Pantun Nasihat;Pantun Nasihat
1689;Burung perkutut berbunyi pelan\nDi sangkar kayu dekat jendela\nJika ingin hidup bertahan\nKuatkan tekad dalam dada;Pantun Nasihat;Pantun Nasihat
1690;burung perkutut dalam sangkar\ningin terbang sayap dikepakkan\nkalau berteman jangan bertengkar\nmain bersama lebih menyenangkan;Pantun Nasihat;Pantun Nasihat
1692;burung perkutut tersambar petir\nkayu jati untuk diukir\njangan takut jangan khawatir\nhatiku setia sampai akhir;Pantun Nasihat;Pantun Nasihat
1693;Burung pipit burung dara\nBagus rupanya berwarna warni\nAgar alam tetap terjaga\nJanganlah kita mengotori;Pantun Nasihat;Pantun Nasihat
1695;Burung pipit hinggap di dahan\nAngin sepoi berhembus pelan\nJika ingin masa depan\nBelajarlah sungguh-sungguh kawan;Pantun Nasihat;Pantun Nasihat
1697;Burung pipit hinggap di dahan\nBersiul riang di pagi hari\nJika ingin hidup penuh kedamaian\nJagalah lisan serta hati;Pantun Nasihat;Pantun Nasihat
1699;Burung pipit hinggap di kawat\nMenghadap senja perlahan-lahan\nJika ingin hidup terasa kuat\nBangun mental dan ketahanan;Pantun Nasihat;Pantun Nasihat
1700;Burung pipit hinggap sekawan\nDi dahan kecil tepi halaman\nJika berjaya jangan lupakan\nMereka yang pernah menghulurkan tangan;Pantun Nasihat;Pantun Nasihat
1701;Burung pipit terbang berbarengan\nHinggap manis penuh keramahan\nJaga lisan dalam percakapan\nAgar terhindar dari kesalahan;Pantun Nasihat;Pantun Nasihat
1703;Burung pipit terbang beriringan\nHinggap sebentar di pohon cemara\nJika hidup ingin penuh kebaikan\nRingankan tangan membantu sesama;Pantun Nasihat;Pantun Nasihat
1704;Burung pipit terbang ke hulu\nHinggap manis di kayu jati\nIngat selalu waktu dahulu\nSaat kita masih suci;Pantun Nasihat;Pantun Sukacita
1705;Burung pipit terbang ke hulu\nHinggap manis di kayu jati\nJika ingin sukses dahulu\nPerbaiki niat dalam hati;Pantun Nasihat;Pantun Nasihat
1707;Burung pipit terbang ke seberang\nMencari makan di tepi ladang\nJika ingin hidup dikenang orang\nBerbuat baik jangan berbilang;Pantun Nasihat;Pantun Nasihat
1708;Burung pipit terbang ke timur\nSayap kecil menembus udara\nJika ingin masa depan makmur\nDisiplin diri sejak muda belia;Pantun Nasihat;Pantun Nasihat
1709;Burung pipit terbang menjauh\nMeninggalkan sarang sementara\nJika ingin hidup terus bertumbuh\nBerani berubah tanpa ragu lama;Pantun Nasihat;Pantun Nasihat
1710;Burung pipit terbang rendah\nHinggap manis di atas batu\nJika ingin hidup berkah\nHormati ayah dan ibu;Pantun Nasihat;Pantun Nasihat
1711;Burung pipit terbang rendah\nHinggap manis di atas batu\nJika ingin hidup berkah\nHormati orang tua selalu;Pantun Nasihat;Pantun Nasihat
