no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5,score_source
13,2101,Pantun agama,"durian runtuh jatuh ke dahan
bertiup angin dari tanjung pinang
tunduk patuh pada tuhan
hati teduh jiwa pun tenang","durian runtuh jatuh ke dahan
bertiup angin dari tanjung pinang","tunduk patuh pada tuhan
hati teduh jiwa pun tenang",DeepSeek-R1,few_shot,Hasil Few-shot,"Bukit tinggi dengan pohon pinus
Taman kecil di balik bukit",2,2,0,1.000000,0.000000,10,9,8,9,0,,manual_pending
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Chat-GPT,zero_shot,Hasil Zero-shot,"Bunga melur indah terpuji
Singgah sebentar di balai pergaulan",2,2,0,1.000000,0.000000,9,11,10,10,0,,manual_pending
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Chat-GPT,few_shot,Hasil Few-shot,"Daun sirih tampak bersih
Sawah terbentang sepanjang masa",2,2,1,1.000000,0.375000,8,10,10,10,0,1,auto_clr_leakage
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Gemini,zero_shot,Hasil Zero-shot,"Merah membara buah selasih
Bunga melati harum baunya",2,2,1,1.000000,0.000000,10,9,10,10,0,2,sample300_manual
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Gemini,few_shot,Hasil Few-shot,"Layar terkembang kain putih
Angin berhembus ke arah desa",2,2,1,1.000000,0.000000,9,10,10,10,0,,manual_pending
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Claude,zero_shot,Hasil Zero-shot,"Air sungai mengalir jernih
Membasahi sawah dan desa",2,2,1,1.000000,0.000000,9,9,10,10,0,,manual_pending
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Claude,few_shot,Hasil Few-shot,"Air terjun deras dan jernih
Bunga melati tumbuh di desa",2,2,1,1.000000,0.000000,9,10,10,10,0,,manual_pending
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Iman yang jujur membuat hati
Bersih dan selalu dalam ketaatan",2,2,0,1.000000,0.250000,10,12,10,10,0,1,sample300_manual
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Padang hijau tempat hewan bergembira
Mengalami kebahagiaan hidup yang damai",2,2,0,0.674969,0.125000,12,15,10,10,3,1,auto_clr_leakage
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Sailor2,zero_shot,Hasil Zero-shot,"Iman bersih hidup selalu damai
Tanpa gundah, penuh keberkahan hidup sejati",2,2,0,0.674969,0.375000,11,15,10,10,3,1,auto_clr_leakage
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",Sailor2,few_shot,Hasil Few-shot,"Pantai pasir putih dengan ombak berbisik,
Iman teguh, hati pun tenang dan tentram.",2,2,0,0.852344,0.125000,13,12,10,10,1,1,auto_clr_leakage
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika iman sentiasa bersih
Damailah hidup sepanjang masa",2,2,1,1.000000,1.000000,10,10,10,10,0,1,auto_clr_leakage
14,2129,Pantun agama,"Embun pagi berkilau jernih
Menyentuh pucuk padi di huma
Jika iman sentiasa bersih
Damailah hidup sepanjang masa","Embun pagi berkilau jernih
Menyentuh pucuk padi di huma","Jika iman sentiasa bersih
Damailah hidup sepanjang masa",DeepSeek-R1,few_shot,Hasil Few-shot,"Langit jernih awan putih
Taman kecil di balik bukit",2,2,0,1.000000,0.000000,8,9,10,10,0,,manual_pending
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Chat-GPT,zero_shot,Hasil Zero-shot,"Burung merpati terbang perlahan
Embun pagi menyapa tenang",2,2,0,1.000000,0.000000,10,9,8,8,0,,manual_pending
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Chat-GPT,few_shot,Hasil Few-shot,"Batang lurus dibuat galah
Bunga kenanga harum lama",2,2,0,1.000000,0.142857,9,9,8,8,0,1,auto_clr_leakage
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Gemini,zero_shot,Hasil Zero-shot,"Kayu diukir halus dan lurus
Sambil memetik buah delima",2,2,1,1.000000,0.142857,10,10,8,8,0,1,auto_clr_leakage
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Gemini,few_shot,Hasil Few-shot,"Kayu jati diukir halus
Dibawa orang dari bukit sama",2,2,1,1.000000,0.000000,9,11,8,8,0,,manual_pending
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Claude,zero_shot,Hasil Zero-shot,"Kucing berlari mengejar tikus
Larinya cepat menuju desa",2,2,1,1.000000,0.000000,10,10,8,8,0,,manual_pending
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Claude,few_shot,Hasil Few-shot,"Ombak berderu angin berhembus
Padi ditanam di sawah desa",2,2,1,1.000000,0.000000,10,10,8,8,0,,manual_pending
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Adat yang menjadi pedoman
Lurus jalan hidup menuju kebahagiaan",2,2,0,0.674969,0.428571,9,15,8,8,3,1,auto_clr_leakage
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Kebun bunga tempat bunga bermekar
Berwarna-warni dan harum baunya",2,2,0,1.000000,0.000000,11,10,8,8,0,,manual_pending
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Sailor2,zero_shot,Hasil Zero-shot,"Hidup lurus ikuti adat agama
Jalan hidup terang, bahagia selamanya",2,2,0,0.748293,0.571429,12,14,8,8,2,1,auto_clr_leakage
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Sailor2,few_shot,Hasil Few-shot,"Sungai jernih mengalir di tengah hutan hijau,
Adat terjaga, kehidupan pun selaras.",2,2,0,0.674969,0.142857,14,13,8,8,3,1,sample300_manual
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika hendak hidup lurus
Ikut adat dan agama",2,2,1,1.000000,1.000000,8,8,8,8,0,1,sample300_manual
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",DeepSeek-R1,few_shot,Hasil Few-shot,"Pantai berpasir putih halus
Bukit tinggi dengan pohon pinus",2,2,0,1.000000,0.000000,9,10,8,8,0,,manual_pending
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Chat-GPT,zero_shot,Hasil Zero-shot,"Daun sirih tampak bersih
Mentari bersinar sepanjang masa",2,2,0,1.000000,0.000000,8,11,11,11,0,2,sample300_manual
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Chat-GPT,few_shot,Hasil Few-shot,"Pagi ceria membawa bahagia
Burung pipit pulang sebelum mati",2,2,1,1.000000,0.375000,12,11,11,11,0,1,sample300_manual
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Gemini,zero_shot,Hasil Zero-shot,"Tinggi menjulang pohon kelapa
Ikan berenang di bawah titi",2,2,1,1.000000,0.000000,10,10,11,11,0,4,sample300_manual
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Gemini,few_shot,Hasil Few-shot,"Membeli kain berwarna jingga
Mawar merah harum sekali",2,2,1,1.000000,0.000000,10,9,11,11,0,3,sample300_manual
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Claude,zero_shot,Hasil Zero-shot,"Pergi ke taman memetik bunga
Indah mekar sepanjang hari",2,2,1,1.000000,0.000000,10,9,11,11,0,3,sample300_manual
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Claude,few_shot,Hasil Few-shot,"Bunga teratai mekar di rawa
Kunang-kunang terbang di malam sunyi",2,2,1,1.000000,0.000000,10,11,11,11,0,,manual_pending
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Bergembira hati dalam beribadah
Membuat hidup penuh bahagia",2,2,0,1.000000,0.250000,12,11,11,11,0,1,sample300_manual
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Hutan rimba tempat burung berkicau
Menyanyikan lagu-lagu khas petangnya",2,2,0,1.000000,0.000000,11,12,11,11,0,,manual_pending
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Sailor2,zero_shot,Hasil Zero-shot,"Bersyukur hidup bahagia sebelum mati
Amal ibadah jadi penjaga hati",2,2,0,0.748293,0.625000,14,12,11,11,2,1,auto_clr_leakage
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",Sailor2,few_shot,Hasil Few-shot,"Langit senja dengan awan emas berarak,
Amalan baik, kebahagiaan abadi.",2,2,0,0.674969,0.000000,13,14,11,11,3,,manual_pending
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",DeepSeek-R1,zero_shot,Hasil Zero-shot,"jikalau hendak hidup bahagia
beramal ibadah sebelum mati",2,2,1,1.000000,1.000000,11,11,11,11,0,1,sample300_manual
16,6428,Pantun agama,"terang bulan terang bercahaya
cahaya memancar ke tanjung jati
jikalau hendak hidup bahagia
beramal ibadah sebelum mati","terang bulan terang bercahaya
cahaya memancar ke tanjung jati","jikalau hendak hidup bahagia
beramal ibadah sebelum mati",DeepSeek-R1,few_shot,Hasil Few-shot,"Hutan belantara di balik bukit
Langit cerah hias keindahan",2,2,0,1.000000,0.000000,11,10,11,11,0,,manual_pending
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Chat-GPT,zero_shot,Hasil Zero-shot,"Kayu lurus dibuat galah
Perahu kecil menuju dermaga",2,2,0,1.000000,0.000000,9,11,12,10,0,,manual_pending
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Chat-GPT,few_shot,Hasil Few-shot,"Bintang berkelip di langit lebat
Tekun belajar mencari ilmu",2,2,1,1.000000,0.142857,10,10,12,10,0,1,sample300_manual
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Gemini,zero_shot,Hasil Zero-shot,"Singgah sebentar membeli berat
Beli bambu beruas sembilan",2,2,0,1.000000,0.000000,10,10,12,10,0,,manual_pending
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Gemini,few_shot,Hasil Few-shot,"Singgah sebentar di kota barat
Membeli kain berwarna biru",2,2,1,1.000000,0.000000,10,10,12,10,0,,manual_pending
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Claude,zero_shot,Hasil Zero-shot,"Pergi ke ladang membawa alat
Bekerja keras sepanjang waktu",2,2,1,1.000000,0.000000,10,10,12,10,0,3,sample300_manual
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Claude,few_shot,Hasil Few-shot,"Pergi ke pasar membeli obat
Burung merpati terbang selalu",2,2,1,1.000000,0.000000,10,10,12,10,0,3,sample300_manual
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Ilmu yang didapat membawa kebahagiaan
Hidup pun makin sejahtera",2,2,0,0.674969,0.285714,15,9,12,10,3,1,auto_clr_leakage
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Pohon rindang tempat hewan bergembira
Mengalami kebahagiaan hidup yang damai",2,2,0,0.674969,0.142857,12,15,12,10,3,1,auto_clr_leakage
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Sailor2,zero_shot,Hasil Zero-shot,"Hidup di dunia ingat akhirat
Bekal ilmu gapai keberkahan hidup",2,2,0,1.000000,0.714286,11,12,12,10,0,1,auto_clr_leakage
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",Sailor2,few_shot,Hasil Few-shot,"Bintang bersinar malam penuh bermakna,
Ilmu dicari, hidup pun bercahaya.",2,2,0,1.000000,0.285714,12,12,12,10,0,1,auto_clr_leakage
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",DeepSeek-R1,zero_shot,Hasil Zero-shot,"hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",2,2,1,1.000000,1.000000,12,10,12,10,0,1,sample300_manual
17,6031,Pantun agama,"senja terbenam di langit barat
bulan tak bersinar di malam sendu
hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu","senja terbenam di langit barat
bulan tak bersinar di malam sendu","hidup di dunia ingatlah akhirat
sebagai bekal gapailah ilmu",DeepSeek-R1,few_shot,Hasil Few-shot,"Pusaka zaman dulu kala
Bukit curam dengan pohon pinus",2,2,0,1.000000,0.000000,9,10,12,10,0,,manual_pending
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Chat-GPT,zero_shot,Hasil Zero-shot,"Anak desa wajah bahagia
Burung pipit terbang tinggi",2,2,0,1.000000,0.000000,10,8,8,10,0,,manual_pending
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Chat-GPT,few_shot,Hasil Few-shot,"Bunga cempaka semerbak berkah
Mentari pagi bersinar cerah",2,2,0,1.000000,0.125000,10,10,8,10,0,1,sample300_manual
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Gemini,zero_shot,Hasil Zero-shot,"Pergi melaut membawa pukat
Mencari ikan hingga ke pantai",2,2,0,1.000000,0.000000,10,10,8,10,0,2,sample300_manual
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Gemini,few_shot,Hasil Few-shot,"Pohon mangga pohon nangka
Tumbuh subur di tanah sari",2,2,0,1.000000,0.000000,8,9,8,10,0,2,sample300_manual
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Claude,zero_shot,Hasil Zero-shot,"Ke pasar pagi membeli buah
Dibawa pulang sambil berlari",2,2,1,1.000000,0.000000,10,10,8,10,0,3,sample300_manual
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Claude,few_shot,Hasil Few-shot,"Padi menguning di ladang sawah
Kupu-kupu terbang kian kemari",2,2,1,1.000000,0.000000,10,11,8,10,0,,manual_pending
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Berkah yang diperoleh dari ibadah
Membuat hidup penuh makna",2,2,0,1.000000,0.375000,12,9,8,10,0,1,auto_clr_leakage
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Padang pasir tempat bunga tumbuh
Bermekar dengan warna-warna indah",2,2,0,1.000000,0.000000,10,11,8,10,0,,manual_pending
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Sailor2,zero_shot,Hasil Zero-shot,"Rajin ibadah hidup berkah selalu
Berkah ilahi, hidup sentosa",2,2,0,1.000000,0.500000,12,10,8,10,0,1,auto_clr_leakage
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",Sailor2,few_shot,Hasil Few-shot,"Pohon zaitun menghasilkan buah berlimpah,
Kebajikan terus, keberkahan melimpah.",2,2,0,0.748293,0.000000,13,13,8,10,2,,manual_pending
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika hidup ingin berkah
Rajin ibadah setiap hari",2,2,1,1.000000,1.000000,8,10,8,10,0,1,auto_clr_leakage
18,4555,Pantun agama,"Pagi hari menuju sawah
Embun jatuh di daun padi
Jika hidup ingin berkah
Rajin ibadah setiap hari","Pagi hari menuju sawah
Embun jatuh di daun padi","Jika hidup ingin berkah
Rajin ibadah setiap hari",DeepSeek-R1,few_shot,Hasil Few-shot,"Bidadari tinggal di awan tinggi
Kayu lapuk di ujung pantai",2,2,0,1.000000,0.000000,11,9,8,10,0,,manual_pending
19,1542,Pantun agama,"Burung elang terbang melingkar
Mengawasi lembah dan hutan
Jika ingin hidup tak gentar
Perkuat iman dan keyakinan","Burung elang terbang melingkar
Mengawasi lembah dan hutan","Jika ingin hidup tak gentar
Perkuat iman dan keyakinan",Chat-GPT,zero_shot,Hasil Zero-shot,"Bintang malam tampak berkilat
Embun pagi menyejukkan tubuh",2,2,0,1.000000,0.000000,9,10,9,10,0,,manual_pending
19,1542,Pantun agama,"Burung elang terbang melingkar
Mengawasi lembah dan hutan
Jika ingin hidup tak gentar
Perkuat iman dan keyakinan","Burung elang terbang melingkar
Mengawasi lembah dan hutan","Jika ingin hidup tak gentar
Perkuat iman dan keyakinan",Chat-GPT,few_shot,Hasil Few-shot,"Pohon besar tahan disambar
Layar terkembang menuju pelabuhan",2,2,1,1.000000,0.000000,9,12,9,10,0,,manual_pending
