no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5,score_source,s_judge_norm,xrasa_final,bleu,rouge1_f,rouge2_f,rougeL_f,bertscore_p,bertscore_r,bertscore_f1
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Gemini,few_shot,Hasil Few-shot,"Perahu retak di atas alas
Air surut di muara hilir",2,2,0,1.0,0.0,10,10,10,11,0,4,manual_queue_filled,0.75,0.375,0.0,0.0,0.0,0.0,0.6683675050735474,0.6697141528129578,0.6690402030944824
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Claude,zero_shot,Hasil Zero-shot,"Pergi ke pasar membeli beras
Dibawa pulang setiap waktu",2,2,1,1.0,0.0,10,10,10,11,0,3,manual_queue_filled,0.5,0.75,0.26708679784499234,0.4210526315789474,0.35294117647058826,0.4210526315789474,0.8038627505302429,0.7987104058265686,0.801278293132782
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Claude,few_shot,Hasil Few-shot,"Laut terbentang begitu luas
Angin bertiup sepanjang waktu",2,2,1,1.0,0.0,10,10,10,11,0,3,manual_queue_filled,0.5,0.75,0.0,0.0,0.0,0.0,0.6451599597930908,0.6262987852096558,0.6355894804000854
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Hidup yang memiliki makna
Membuat rupa diri terpuji dan bahagia",2,2,0,0.674969,0.285714,9,15,10,11,3,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6640717387199402,0.6553176641464233,0.6596657037734985
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Pohon rindang tempat burung berkicau
Menyanyikan lagu-lagu khas petangnya",2,2,0,1.0,0.0,11,12,10,11,0,3,manual_queue_filled,0.5,0.25,0.0,0.0,0.0,0.0,0.6507999897003174,0.647870659828186,0.6493320465087891
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Sailor2,zero_shot,Hasil Zero-shot,"Amalkan ilmu jadi ikhlas hati
Hidup penuh makna, selalu berarti",2,2,0,1.0,0.857143,11,12,10,11,0,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.6571083068847656,0.656225323677063,0.6566665172576904
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Sailor2,few_shot,Hasil Few-shot,"Senyum tulus di wajah petani yang bekerja,
Amal ikhlas, kehidupan pun bermakna.",2,2,0,0.748293,0.142857,14,12,10,11,2,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6367634534835815,0.6270755529403687,0.63188236951828
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",2,2,1,1.0,1.0,10,11,10,11,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6716561317443848,0.6689462661743164,0.6702984571456909
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",DeepSeek-R1,few_shot,Hasil Few-shot,"Bidadari tinggal di awan tinggi
Hutan rimbun di balik bukit",2,2,0,1.0,0.0,11,9,10,11,0,2,sample300_manual,0.25,0.125,0.0,0.0,0.0,0.0,0.6496502161026001,0.6586639881134033,0.6541260480880737
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Chat-GPT,zero_shot,Hasil Zero-shot,"Burung merpati terbang bersama
Sawah menghijau tampak utuh",2,2,1,1.0,0.25,10,9,11,11,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.7416976690292358,0.7421512007713318,0.7419244050979614
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Chat-GPT,few_shot,Hasil Few-shot,"Mentari pagi menyinari bersama
Sawah menghijau tampak utuh",2,2,1,1.0,0.25,12,9,11,11,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6748555898666382,0.6774699091911316,0.6761602759361267
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Gemini,zero_shot,Hasil Zero-shot,"Terbang tinggi burung merpati
Air mengalir tenang dan utuh",2,2,0,1.0,0.125,9,10,11,11,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.7048227787017822,0.6770552396774292,0.6906600594520569
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Gemini,few_shot,Hasil Few-shot,"Terbang rendah si burung derkuku
Tinggal hinggap di atas dahan",2,2,0,1.0,0.0,10,9,11,11,0,3,manual_queue_filled,0.5,0.25,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.7117224335670471,0.6993941068649292,0.7055044174194336
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Claude,zero_shot,Hasil Zero-shot,"Ke pasar pagi bersama saudara
Pulang berjalan bercucuran peluh",2,2,1,1.0,0.25,11,11,11,11,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.7231788635253906,0.7233846187591553,0.7232816815376282
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Claude,few_shot,Hasil Few-shot,"Bulan purnama menyinari desa
Pohon rindang tempat berteduh",2,2,1,1.0,0.0,11,9,11,11,0,3,manual_queue_filled,0.5,0.75,0.13784336590962212,0.5882352941176471,0.26666666666666666,0.47058823529411764,0.8313419818878174,0.8288456797599792,0.8300918936729431
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Iman dan ilmu membawa kebahagiaan
Membuat hidup selalu sejahtera dan makmur",2,2,0,0.586887,0.375,14,15,11,11,5,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6821605563163757,0.6813040971755981,0.6817321181297302
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Di tengah sawah tinggi di taman
Hidup harmonis dan bahagia selalu",2,2,0,0.852344,0.125,10,13,11,11,1,1,sample300_manual,0.0,0.0,0.018850319022747353,0.09999999999999999,0.0,0.09999999999999999,0.6570732593536377,0.6462703943252563,0.6516270637512207
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Sailor2,zero_shot,Hasil Zero-shot,"Ilmu dan iman, berjalan seiring
Hidup utuh, penuh makna dan cahaya",2,2,0,1.0,0.75,11,12,11,11,0,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.6669639348983765,0.6587631106376648,0.6628381609916687
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Sailor2,few_shot,Hasil Few-shot,"Langit pagi dengan cahaya emas,
Seimbang ilmu dan iman, hidup pun sempurna.",2,2,0,0.748293,0.375,11,14,11,11,2,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6742616891860962,0.6577703952789307,0.6659139394760132
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",2,2,1,1.0,1.0,11,11,11,11,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.674943208694458,0.6680041551589966,0.6714558005332947
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",DeepSeek-R1,few_shot,Hasil Few-shot,"Langit tinggi dikejar awan
Bukit tinggi dengan pohon pinus",2,2,0,1.0,0.0,9,10,11,11,0,2,manual_queue_filled,0.25,0.125,0.0,0.1111111111111111,0.0,0.1111111111111111,0.7107284069061279,0.6948058605194092,0.7026769518852234
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Chat-GPT,zero_shot,Hasil Zero-shot,"Burung tekukur hinggap di dahan
Embun pagi menitis di batu",2,2,0,1.0,0.0,10,10,11,9,0,4,sample300_manual,0.75,0.375,0.02984745896009824,0.4210526315789474,0.0,0.3157894736842105,0.7778742909431458,0.794592022895813,0.7861442565917969
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Chat-GPT,few_shot,Hasil Few-shot,"Burung punai hinggap di dahan
Air jernih mengalir di hulu",2,2,0,1.0,0.0,9,10,11,9,0,4,sample300_manual,0.75,0.375,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.7422451376914978,0.7506313323974609,0.7464146614074707
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Gemini,zero_shot,Hasil Zero-shot,"Burung merpati terbang mengalun
Singgah sebentar di atas batu",2,2,1,1.0,0.0,10,10,11,9,0,3,manual_queue_filled,0.5,0.75,0.11868405219520975,0.3333333333333333,0.25,0.3333333333333333,0.7633166313171387,0.7647243738174438,0.7640198469161987
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Gemini,few_shot,Hasil Few-shot,"Tumbuh subur pohon di alun,
Manis rasanya buah duku",2,2,1,1.0,0.0,9,9,11,9,0,4,manual_queue_filled,0.75,0.875,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.7184731960296631,0.7176022529602051,0.7180374264717102
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Claude,zero_shot,Hasil Zero-shot,"Pergi ke kebun memetik daun
Singgah sejenak mencari susu",2,2,1,1.0,0.125,10,10,11,9,0,1,sample300_manual,0.0,0.5,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.7297558188438416,0.7460699081420898,0.7378226518630981
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Claude,few_shot,Hasil Few-shot,"Perahu melaju di tepi danau
Petani menanam padi di hulu",2,2,0,1.0,0.0,11,11,11,9,0,3,manual_queue_filled,0.5,0.25,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.6615931987762451,0.666962742805481,0.6642671227455139
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Ajaran ilmu tinggi dan bijak
Amalan baik menuntun hidup yang baik",2,2,0,0.852344,0.25,10,13,11,9,1,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6695727109909058,0.6740803718566895,0.6718189716339111
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Bunga melati tumbuh di taman
Harumnya semerbak sepanjang hari",2,2,0,1.0,0.0,10,11,11,9,0,3,manual_queue_filled,0.5,0.25,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.709568202495575,0.7097283601760864,0.7096482515335083
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Sailor2,zero_shot,Hasil Zero-shot,"Ilmu tinggi bukan sekadar daun
Amal jadi penentu, ilmu terlahir murni",2,2,0,0.748293,0.875,11,14,11,9,2,1,auto_clr_leakage,0.0,0.0,0.018850319022747353,0.09999999999999999,0.0,0.09999999999999999,0.6984025835990906,0.7062734961509705,0.7023159861564636
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",Sailor2,few_shot,Hasil Few-shot,"Di ladang ilmu berbuah lebat,
Kebaikan tulus dalam segala tindakan.",2,2,0,0.852344,0.125,10,13,11,9,1,1,auto_clr_leakage,0.0,0.0,0.0,0.10526315789473685,0.0,0.10526315789473685,0.6962229013442993,0.6847378611564636,0.690432608127594
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Bunga bangsa memerlukan ilmu,
Tiang kehidupan membutuhkan amal.",2,2,0,1.0,0.25,10,12,11,9,0,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.7005760669708252,0.6845248937606812,0.6924574375152588
26,514,Pantun pendidikan,"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu","Angin pagi menyentuh daun
Embun jatuh di atas batu","Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu",DeepSeek-R1,few_shot,Hasil Few-shot,"Mata pelajaran di sekolah
Buku pengetahuan di perpustakaan",2,2,0,0.852344,0.0,10,13,11,9,1,1,manual_queue_filled,0.0,0.0,0.024512401940754224,0.11764705882352941,0.0,0.11764705882352941,0.6886724233627319,0.6638296842575073,0.6760228872299194
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Chat-GPT,zero_shot,Hasil Zero-shot,"Bening telaga di kaki tebing
Padi menguning siap dituai",2,2,0,1.0,0.0,10,10,11,9,0,4,manual_queue_filled,0.75,0.375,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.7065476179122925,0.7237176895141602,0.7150296568870544
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Chat-GPT,few_shot,Hasil Few-shot,"Embun bening jatuh bening
Padi menguning siap dipetik",2,2,0,1.0,0.0,8,10,11,9,0,3,manual_queue_filled,0.5,0.25,0.0,0.0,0.0,0.0,0.666680097579956,0.6832947731018066,0.6748851537704468
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Gemini,zero_shot,Hasil Zero-shot,"Burung pipit hinggap di ranting
Membawa padi ke dalam pukat",2,2,1,1.0,0.0,9,10,11,9,0,2,manual_queue_filled,0.25,0.625,0.021105340631872645,0.2105263157894737,0.0,0.2105263157894737,0.7286628484725952,0.7297042608261108,0.7291831374168396
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Gemini,few_shot,Hasil Few-shot,"Terbang burung di atas reranting,
Hinggap sebentar di atas pukat.",2,2,1,1.0,0.0,10,10,11,9,0,2,manual_queue_filled,0.25,0.625,0.025098621243978974,0.3157894736842105,0.0,0.2105263157894737,0.7325061559677124,0.7301470637321472,0.7313247919082642
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Claude,zero_shot,Hasil Zero-shot,"Air telaga jernih dan bening
Petani ladang menanam obat",2,2,1,1.0,0.0,10,10,11,9,0,4,manual_queue_filled,0.75,0.875,0.0,0.0,0.0,0.0,0.6599065065383911,0.675195038318634,0.6674632430076599
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Claude,few_shot,Hasil Few-shot,"Air jernih tampak bening
Padi ditanam di sawah rakyat",2,2,1,1.0,0.0,8,10,11,9,0,3,manual_queue_filled,0.5,0.75,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.6981154084205627,0.7084042429924011,0.7032221555709839
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Dengan diam terdengarlah suara
Hati yang tulus penuh kasih sayang",2,2,0,1.0,0.285714,11,11,11,9,0,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.671445369720459,0.681506335735321,0.6764383912086487
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Pagi bersinar terbitlah matahari
Menyinari dunia dengan sinarnya",2,2,0,1.0,0.0,12,12,11,9,0,2,manual_queue_filled,0.25,0.125,0.0,0.0,0.0,0.0,0.6707900166511536,0.6821912527084351,0.676442563533783
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Sailor2,zero_shot,Hasil Zero-shot,"Ilmu sejati lahir dari hening
Hati tulus berniat, ilmu mengalir tenang",2,2,0,0.748293,1.0,11,14,11,9,2,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.6961424946784973,0.7062802314758301,0.7011747360229492
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Sailor2,few_shot,Hasil Few-shot,"Layar ilmu terbuka di senyap malam,
Bijaknya timbul, damai jiwanya tenang.",2,2,0,1.0,0.142857,12,12,11,9,0,1,sample300_manual,0.0,0.0,0.018850319022747353,0.09999999999999999,0.0,0.09999999999999999,0.6797446012496948,0.7081406116485596,0.6936520934104919
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Hening budi membangun kesadaran,
Hati tulus menjadi tujuan.",2,2,0,1.0,0.428571,11,10,11,9,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.7043014764785767,0.7008833289146423,0.7025882601737976
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",DeepSeek-R1,few_shot,Hasil Few-shot,"Ilmu yang benar berasal dari hati
Hati yang jujur menuntun kebijadian",2,2,0,0.852344,0.285714,12,13,11,9,1,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6819333434104919,0.6845839023590088,0.6832560300827026
28,6142,Pantun adat dan budaya,"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara","Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara","Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara",Chat-GPT,zero_shot,Hasil Zero-shot,"Anak merpati terbang melayang
Harum kenanga di tepi muara",2,2,1,1.0,0.0,10,11,11,11,0,4,manual_queue_filled,0.75,0.875,0.0,0.0,0.0,0.0,0.7095824480056763,0.7077500820159912,0.7086650729179382
28,6142,Pantun adat dan budaya,"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara","Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara","Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara",Chat-GPT,few_shot,Hasil Few-shot,"Burung pulang menuju kandang
Nyiur melambai di tepi negara",2,2,1,1.0,0.125,9,11,11,11,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6934508085250854,0.704902172088623,0.699129581451416
28,6142,Pantun adat dan budaya,"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara","Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara","Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara",Gemini,zero_shot,Hasil Zero-shot,"Terbang tinggi si burung elang
Singgah sebentar di dekat muara",2,2,1,1.0,0.0,9,11,11,11,0,3,manual_queue_filled,0.5,0.75,0.0,0.0,0.0,0.0,0.716300904750824,0.7122504711151123,0.7142699360847473
